0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
21.1054247,21.10675634,21.10811853,21.10951204,21.11093741,21.11240306,21.11389932,21.11543876,21.11701914,21.11864411,21.12031456,21.12203163,21.12378728,21.12557985,21.12741464,21.129293,21.13121322,21.1331825,21.13520632,21.13729302,21.1394413,21.14164805,21.14390684,21.1462268,21.14861026,21.15106965,21.15359513,21.15617331,21.15882015,21.16152972,21.16430659,21.1671554,21.17007656,21.17308105,21.17615636,21.17930811,21.18253946,21.185845,21.18923235,21.19270028,21.19625203,21.19988887,21.20361358,21.20742787,21.21132589,21.21531893,21.21940667,21.22358245,21.22783347,21.23216421,21.23657758,21.24107483,21.24566271,21.25034408,21.25511523,21.25996923,21.26491181,21.2699342,21.27503941,21.28022507,21.28549127,21.2908312,21.29624813,21.30174982,21.30732569,21.31297341,21.31868566,21.32446303,21.33030948,21.33621198,21.34216531,21.34818196,21.35425223,21.36036962,21.3665394,21.37275724,21.37903173,21.38536521,21.391762,21.3982095,21.40469948,21.41123386,21.41781044,21.42443069,21.43110515,21.43782677,21.44457941,21.45136633,21.4581869,21.46503323,21.47190964,21.47882193,21.48577296,21.49276231,21.49979164,21.50686287,21.51397272,21.52110705,21.52829751,21.53553879,21.54282836,21.55017119,21.55755515,21.56498271,21.57246474,21.58000506,21.58760094,21.59524893,21.60295372,21.61071655,21.61853814,21.62641545,21.63433655,21.64231849,21.65037258,21.65849003,21.6666727,21.67490347,21.68318427,21.69151937,21.6999044,21.70833751,21.71681935,21.72535965,21.73394471,21.7425631,21.75120565,21.75990164,21.7686483,21.77743661,21.78623848,21.79505596,21.80389858,21.81276778,21.82164185,21.83052635,21.83941822,21.84833487,21.85725594,21.86618075,21.87511274,21.88404534,21.89295318,21.90185318,21.91073989
21.11663749,21.11794397,21.11927884,21.12064058,21.12203181,21.12346438,21.12492977,21.12643983,21.12798368,21.12956549,21.1311986,21.13287734,21.13459377,21.13634614,21.13814184,21.13997762,21.14185619,21.14378486,21.14577415,21.14782706,21.14993338,21.15209479,21.15431056,21.15658689,21.15892142,21.16133139,21.16380767,21.1663404,21.16893576,21.17159035,21.17431497,21.17711484,21.17999026,21.18294685,21.18597485,21.18908083,21.19226575,21.19552883,21.19886701,21.20228461,21.20578767,21.2093764,21.21305833,21.21682757,21.22068111,21.22462359,21.22866356,21.232789,21.23699154,21.24127038,21.24563185,21.25007529,21.25460587,21.25923063,21.26394733,21.26874696,21.27362914,21.27859561,21.28364545,21.28877957,21.29399361,21.29928642,21.30465565,21.31010428,21.31562829,21.3212248,21.326888,21.33261354,21.33841013,21.34425741,21.35015616,21.35611529,21.3621304,21.36819545,21.37431355,21.38047738,21.38669727,21.39298113,21.39932621,21.40572419,21.4121669,21.41866134,21.42518761,21.43176026,21.43838995,21.44505918,21.45176124,21.458498,21.46527516,21.47207918,21.47891902,21.48579033,21.49270081,21.49964738,21.50663167,21.51366125,21.52072943,21.52782826,21.53497471,21.54217087,21.54941815,21.55671876,21.56406059,21.57144543,21.57888325,21.58638308,21.59394137,21.60154729,21.60921395,21.61693575,21.6247192,21.63255891,21.64044238,21.64838723,21.65640537,21.66448297,21.67262816,21.68082478,21.68907912,21.69739049,21.70575068,21.71415455,21.72261543,21.73113466,21.73969657,21.74829031,21.75690698,21.76557649,21.77429394,21.78305984,21.79184333,21.80064353,21.80946048,21.81830626,21.82715912,21.83602523,21.84490472,21.85380896,21.86271265,21.8716179,21.88053366,21.88945067,21.89834127,21.90722681,21.91610024
21.12787267,21.12914887,21.1304499,21.13177491,21.13313528,21.13453578,21.13597245,21.13744775,21.13895246,21.14049557,21.14208585,21.14372187,21.14539573,21.14710679,21.14885883,21.15065592,21.15250219,21.15439612,21.15635476,21.15836896,21.16043798,21.16255466,21.16472461,21.16695575,21.16924207,21.1715959,21.1740157,21.1764947,21.17903535,21.1816377,21.18431052,21.18706293,21.18989196,21.19279738,21.19577961,21.1988431,21.20198664,21.20520448,21.20849622,21.21187231,21.21532947,21.21887275,21.22250636,21.22622508,21.23002544,21.23391294,21.23789522,21.24196267,21.24611222,21.25034185,21.25465426,21.25904171,21.26351777,21.26808859,21.27275039,21.27749067,21.28231739,21.28723399,21.29222942,21.29731194,21.30247543,21.30772172,21.31304003,21.31843835,21.32390718,21.32945024,21.33506387,21.34073942,21.3464795,21.35227549,21.35812232,21.36402724,21.36999154,21.37600705,21.38207129,21.3881783,21.39434194,21.40057618,21.40687267,21.41322763,21.41962636,21.42607208,21.43255362,21.4390809,21.4456609,21.4522805,21.45893905,21.46562956,21.47235881,21.47911895,21.48591607,21.49274853,21.49962064,21.5065283,21.51347205,21.52045501,21.5274798,21.53454085,21.54164821,21.54879985,21.55600705,21.56326375,21.57056624,21.57790948,21.58530417,21.59276452,21.60028125,21.6078528,21.61548407,21.62316154,21.63090513,21.63871102,21.64656013,21.65447123,21.66244894,21.67049118,21.67860157,21.68676228,21.69498784,21.7032694,21.71160094,21.71997997,21.72841427,21.73691359,21.74545399,21.75402679,21.76262422,21.77126616,21.77995624,21.78868584,21.79745263,21.80623445,21.81503182,21.82385355,21.83268687,21.84153394,21.85039879,21.85928834,21.86817745,21.87706585,21.88596649,21.89486735,21.9037402,21.91260911,21.921466
21.13912301,21.14036302,21.14162687,21.14291956,21.14424568,21.14561301,21.14701586,21.1484598,21.14992825,21.1514317,21.15297881,21.15456817,21.15619492,21.15786294,21.15957559,21.16133602,21.16314446,21.16500519,21.16692224,21.16889343,21.17091839,21.17299163,21.17511861,21.17730289,21.17954436,21.18184996,21.18421545,21.1866407,21.18913038,21.19168433,21.19430702,21.19700971,21.19978582,21.20263991,21.20557462,21.20858937,21.21168873,21.21486633,21.2181122,21.22144079,21.22484596,21.2283399,21.23192355,21.23559357,21.23934563,21.24318267,21.24710681,21.25111619,21.25521434,21.25938817,21.26364856,21.26798503,21.27241043,21.27693058,21.28153969,21.28623057,21.29100449,21.29586565,21.30081109,21.30584529,21.31095989,21.31615689,21.32142265,21.32676462,21.33218112,21.33766848,21.34322985,21.34885106,21.35453306,21.36027483,21.36607466,21.37193038,21.37784375,21.38381093,21.38982525,21.3958766,21.40198064,21.40815846,21.41440233,21.42070881,21.42706094,21.43345855,21.43989864,21.44638221,21.45291422,21.45948743,21.466103,21.47274905,21.4794254,21.48613764,21.49289582,21.49969438,21.50652428,21.51339201,21.52029352,21.52723696,21.53422053,21.54124424,21.54831307,21.55542513,21.56259386,21.56981109,21.57707307,21.58437701,21.59173461,21.59915043,21.60662552,21.61416049,21.62175414,21.6293962,21.63709817,21.64486565,21.65268488,21.66055782,21.66849847,21.6765043,21.68457916,21.69271002,21.70090282,21.70915402,21.71745849,21.72581323,21.734221,21.74269152,21.75120868,21.75976053,21.76833936,21.77696315,21.78562917,21.79432799,21.80306467,21.8118281,21.82060974,21.82941182,21.838225,21.8470503,21.85589561,21.86476269,21.87364162,21.88251645,21.8914036,21.90029052,21.90914839,21.91800289,21.92684157
21.15036759,21.15157586,21.15280627,21.15406721,21.15536243,21.15669162,21.15805904,21.15946115,21.16088949,21.16235428,21.16386443,21.16541011,21.16699529,21.16862117,21.17029327,21.17201257,21.1737797,21.17560276,21.17748175,21.17941108,21.18138867,21.1834157,21.18550028,21.1876392,21.18983929,21.19209901,21.19441358,21.19678831,21.19922685,21.20173138,21.20430394,21.20695851,21.20968837,21.21249062,21.21537384,21.21833702,21.22138536,21.22451664,21.22771845,21.2309935,21.23434778,21.23779017,21.24132216,21.24494116,21.24864003,21.2524244,21.25629719,21.26025116,21.26429509,21.26842192,21.2726274,21.27691725,21.28129157,21.28575284,21.29030962,21.29495212,21.29967997,21.30448904,21.30938167,21.31436414,21.31943263,21.32458158,21.329796,21.33508103,21.34044399,21.34587686,21.3513832,21.35694956,21.36257846,21.36826483,21.37401262,21.37981852,21.38567833,21.39159114,21.39755937,21.40356615,21.40961935,21.415739,21.42192697,21.42817837,21.43447947,21.4408311,21.44723022,21.45367018,21.46015691,21.46668541,21.47325695,21.47985902,21.4864924,21.49315836,21.49987026,21.50663218,21.51342162,21.52024939,21.52710746,21.53401139,21.54095764,21.54793953,21.55496922,21.56204383,21.56917794,21.5763618,21.58358322,21.59085012,21.59816832,21.60554574,21.61298132,21.62047589,21.62802746,21.63563414,21.64329603,21.6510257,21.65880846,21.66664721,21.67454861,21.68252234,21.69055882,21.69865873,21.70681932,21.71503954,21.72331524,21.73164128,21.74002321,21.74846093,21.75695418,21.76549059,21.77405464,21.78265748,21.79130276,21.79998077,21.80868934,21.81743147,21.82619795,21.83498598,21.84377572,21.85258096,21.86140387,21.8702496,21.87911112,21.88797298,21.89684835,21.90571905,21.91456582,21.9234031,21.93222916
21.16159738,21.16277007,21.16396873,21.16519609,21.16645986,21.16776155,21.16909545,21.17045751,21.17184726,21.17327438,21.17474381,21.17625144,21.17779509,21.17938156,21.18101034,21.1826895,21.18441478,21.18619514,21.18803002,21.18991144,21.19184339,21.1938275,21.19586629,21.19795974,21.20011451,21.20232579,21.20459273,21.20692196,21.20931212,21.21176776,21.21429726,21.21690931,21.21958797,21.22234009,21.2251723,21.2280877,21.23108067,21.23415947,21.23731334,21.2405392,21.24384806,21.24724276,21.25072598,21.25429335,21.2579385,21.26167129,21.26548989,21.26939129,21.27337984,21.27745355,21.2816085,21.2858478,21.29017335,21.29457954,21.29907896,21.30366642,21.30834438,21.31310465,21.31794501,21.32287023,21.32788663,21.33298475,21.33814796,21.34337612,21.3486778,21.35405399,21.35949979,21.36501781,21.37060406,21.37624272,21.38193953,21.38769296,21.39349872,21.39935863,21.40528224,21.41124554,21.41725457,21.42332276,21.42945603,21.43565119,21.44190113,21.44820507,21.4545578,21.46094918,21.46739001,21.47387495,21.48040296,21.48696314,21.49355536,21.50017786,21.50684122,21.51356034,21.52031479,21.52710199,21.53392219,21.54078595,21.54769038,21.55463275,21.56161777,21.56865383,21.57574895,21.58289512,21.59007936,21.59730973,21.60459127,21.61193136,21.619329,21.62678813,21.63430087,21.64187318,21.64949724,21.65718467,21.66492981,21.67274036,21.6806123,21.68855155,21.69655406,21.70462519,21.7127514,21.72093674,21.72917873,21.73747602,21.74583422,21.754243,21.76271,21.77122817,21.7797796,21.78836492,21.79699056,21.80564992,21.81433267,21.82304859,21.8317938,21.84056728,21.84933913,21.8581247,21.86692686,21.87575175,21.88459638,21.89344087,21.90229889,21.91115557,21.91999131,21.92881309,21.93762438
21.17283747,21.17397293,21.17513487,21.17632853,21.17755574,21.17882116,21.18011997,21.18144643,21.18280255,21.18419112,21.18561694,21.18708102,21.1885826,21.19012357,21.19170959,21.19334519,21.19503241,21.19676921,21.19855383,21.20039004,21.20227858,21.20421929,21.20621391,21.20826083,21.21036906,21.21253132,21.21475004,21.21703264,21.21938105,21.22179983,21.2242896,21.22685592,21.22949115,21.23220073,21.23498933,21.23785427,21.24079139,21.24381543,21.24691508,21.25009219,21.25335397,21.25669937,21.26013381,21.26365074,21.26724328,21.27091853,21.27467787,21.27852171,21.28245653,21.28647804,21.29058624,21.29477732,21.29905025,21.30340083,21.30784186,21.31237148,21.31699286,21.32169486,21.32648355,21.3313582,21.3363187,21.34135997,21.34646917,21.35164549,21.35689414,21.36221245,21.36760536,21.37307552,21.3786107,21.38420395,21.38985364,21.39556455,21.40132117,21.40713519,21.41301292,21.4189361,21.42489944,21.43091584,21.43699064,21.44312841,21.44932334,21.45557129,21.46187759,21.46822035,21.47461197,21.48105004,21.48753446,21.49405393,21.50060333,21.5071862,21.51380435,21.52047831,21.52719596,21.53394642,21.54073433,21.54755674,21.55442045,21.56132548,21.56827308,21.57526347,21.58231357,21.58942257,21.59656963,21.60376279,21.61101206,21.61831645,21.62567837,21.63310147,21.64057922,21.64811483,21.65570716,21.66335682,21.67106474,21.67884254,21.68668559,21.69458986,21.70255843,21.71060185,21.71869204,21.72684404,21.73505672,21.74332514,21.75165729,21.76004101,21.76847797,21.77697016,21.78550351,21.7940708,21.80267945,21.81132086,21.81998118,21.82867253,21.8373931,21.84614804,21.85490469,21.86367551,21.87245968,21.88126547,21.89008714,21.89890981,21.90774988,21.91659477,21.92542118,21.93423087,21.94302678
21.18407,21.18517561,21.18630419,21.1874647,21.18865482,21.18988451,21.19114322,21.19243013,21.19374769,21.19509667,21.19647951,21.19790104,21.19936276,21.20086497,21.2024093,21.20400193,21.20564326,21.20733282,21.20906829,21.21085308,21.21269479,21.21459264,21.21654309,21.21854346,21.2206029,21.22272149,21.2248993,21.22714027,21.22944627,21.23182209,21.23426882,21.23678781,21.23937679,21.24204264,21.24478768,21.24760629,21.25049368,21.25346461,21.25651164,21.25963933,21.26285231,21.26615001,21.26953407,21.27299733,21.27653629,21.2801524,21.28385408,21.28764024,21.29151843,21.29549036,21.2995496,21.30369523,21.30792107,21.31222229,21.31660775,21.3210768,21.32563703,21.33028783,21.33502319,21.33984132,21.34474049,21.34972102,21.35477773,21.3599038,21.36510113,21.37036327,21.3757032,21.38111996,21.38660183,21.39214686,21.39774886,21.40341335,21.40913023,21.41490326,21.42073449,21.42661533,21.43253539,21.43850125,21.44452099,21.45060192,21.45673853,21.46293312,21.46918846,21.4754843,21.48182715,21.48821998,21.49465695,21.50113351,21.50764385,21.51418544,21.52076073,21.52738774,21.53406028,21.54077295,21.54752467,21.55430742,21.5611326,21.5680008,21.57491168,21.58186314,21.58886869,21.59593378,21.60304466,21.61020609,21.61742029,21.62469126,21.63201575,21.63940976,21.64685907,21.65436397,21.66192295,21.66953987,21.67721051,21.6849516,21.69276739,21.70064218,21.70857462,21.71658309,21.7246417,21.73276413,21.74094579,21.74918591,21.75748864,21.76584411,21.77425053,21.78271887,21.79123026,21.79977564,21.80836569,21.81699306,21.82563585,21.83431025,21.84300939,21.85174235,21.86048272,21.86923384,21.87800227,21.88679009,21.8955915,21.90439721,21.91321932,21.92204479,21.93086074,21.93966053,21.94844432
21.19531723,21.19639184,21.19748761,21.19861226,21.19976487,21.20095334,21.20217256,21.20342101,21.20470053,21.2060105,21.20735588,21.2087365,21.21016218,21.21162562,21.21312606,21.21467251,21.21625936,21.21789925,21.21958614,21.2213251,21.22311549,21.22496749,21.2268733,21.22882994,21.23084002,21.23291407,21.23505255,21.23725078,21.23951448,21.24184462,21.24424677,21.24671671,21.24926039,21.25188038,21.25457795,21.25734967,21.26018903,21.26310642,21.26609746,21.26917234,21.27233314,21.27558153,21.27891145,21.28231613,21.28580203,21.28936778,21.29301572,21.29674198,21.30055955,21.30447739,21.30848596,21.31258056,21.316756,21.32101454,21.32535112,21.32976793,21.33427736,21.33887577,21.34356018,21.34832246,21.35316462,21.35808927,21.36309129,21.36816109,21.37329891,21.3785048,21.38378841,21.38914947,21.39458354,21.40008193,21.40563787,21.41125647,21.41692743,21.42265784,21.4284405,21.43427408,21.44014762,21.44606899,21.45204147,21.45806572,21.46414667,21.47028787,21.47648935,21.48273927,21.48903392,21.49538037,21.5017743,21.50820834,21.51467904,21.52118054,21.52771361,21.53429381,21.54091736,21.54758764,21.55430031,21.56104346,21.5678312,21.5746593,21.58153355,21.58844552,21.59541305,21.60244016,21.60951646,21.6166455,21.62382848,21.63106545,21.63835409,21.64571284,21.65313431,21.6606059,21.66813042,21.67572109,21.68336212,21.69107317,21.69885335,21.70669645,21.71459725,21.72257122,21.73059985,21.73868832,21.74684067,21.75504808,21.76331857,21.77164693,21.78002172,21.78846398,21.79695066,21.80547357,21.81404332,21.82265761,21.83128997,21.83995011,21.84863442,21.85734642,21.86607163,21.87480464,21.8835589,21.89233254,21.9011176,21.90989917,21.91870393,21.92751494,21.93631818,21.9451031,21.95387639
21.20655989,21.20759723,21.20866193,21.2097564,21.21087278,21.21201937,21.21319402,21.21440296,21.2156428,21.21691528,21.2182254,21.21957061,21.2209537,21.22237512,21.22383114,21.2253299,21.22687388,21.22846733,21.23010901,21.23180381,21.23355069,21.23535067,21.2372089,21.23911958,21.24108589,21.24311258,21.2452017,21.24735269,21.2495714,21.25185747,21.2542101,21.25663207,21.25912818,21.26169969,21.26434922,21.26706894,21.26986304,21.27273191,21.27567531,21.27869908,21.28180548,21.28499846,21.28827531,21.29162864,21.29506577,21.2985778,21.30217325,21.30584841,21.30960804,21.31347126,21.31742299,21.32146488,21.3255904,21.32979787,21.33408561,21.33845461,21.34291214,21.34745489,21.35208607,21.35679864,21.36158829,21.36645546,21.37139942,21.37641742,21.38150233,21.38665469,21.3918809,21.39718277,21.40256448,21.40801292,21.41351959,21.41908959,21.42471075,21.43039407,21.4361289,21.4419091,21.44773656,21.4536113,21.45954217,21.46551981,21.47154617,21.47763215,21.48377971,21.48997985,21.49622799,21.50252794,21.50887985,21.51527191,21.52170018,21.52816162,21.53465853,21.54119473,21.54777745,21.55440246,21.56107162,21.56777518,21.57452164,21.58131476,21.5881517,21.59502848,21.60195848,21.60894988,21.61599053,21.62308109,21.63022568,21.63743021,21.64468743,21.65201363,21.65940666,21.66685101,21.67434429,21.68190043,21.68951197,21.6971931,21.70493652,21.71274512,21.72061369,21.7285558,21.73655884,21.7446183,21.75274451,21.7609241,21.76916071,21.77745647,21.78580298,21.79421811,21.80267611,21.8111743,21.81972362,21.82832146,21.83694013,21.84558653,21.85426151,21.86295975,21.87166962,21.88038782,21.88912566,21.89788461,21.90665672,21.91541916,21.92420534,21.9330035,21.94179455,21.95056506,21.9593306
